YEAR,1. Who is your neighborhood community organizer?,2. What type of garden do you have?,3. How long have you been growing with Home Gardens?,4. Did you garden this year?,"If you did NOT garden this year, please explain why.","5. Did you get enough seeds and starts for your garden? If no, please explain.",6. Has your fruit and vegetable consumption increased since gardening with Home Gardens?,7. Has growing a garden reduced the amount of times you visited a food pantry this season?,8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling optimistic about the future],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling useful] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido útil],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling relaxed]/ 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido relajado/a],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been dealing with problems well] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado lidiando bien con los problemas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been thinking clearly] 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado pensando claramente],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling close to other people] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido cerca de otras personas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been able to make up my own mind about things] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He podido tomar mis propias decisiones],"9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Growing food?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Cooking or preparing fresh produce?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Using natural ingredients to make green cleaning products?]",10. Because of your garden did you? [Share produce from your garden with people outside your household? ],10. Because of your garden did you? [Meet any new neighbors?],10. Because of your garden did you? [Save money on groceries?],"10. Because of your garden did you? [Preserve (freeze, can, dry, pickle) any produce from your garden?]",16. Because of your garden did you....? [Experience any therapeutic (mental/emotional wellbeing) benefits from your garden?],11. Did having a garden increase your level of physical activity?,12. Please describe you and your family's experience in your garden this year.,13. Are there any workshops or skills training you would like to attend in the future?,"14. Did you receive the culturally relevant plants that you needed? If not, what items can we provide for you in the future? / 14. ¿Recibió las plantas culturalmente relevantes que necesitaba? Yes no, ¿qué artículos podrían proporcionarle?",15. How is your relationship with your community organizer? How could your community organizer better support you?,16. How often do you talk with your community organizer?,17. Is there anything else you would like us to know?,20. What were your favorite parts of gardening this year? ,6. Did you get plant starts from Plant Distribution Day?,"11. Did you participate in the CSA (Food Box) Program this year? 
",13. Do you have children in your home? (select all that apply),14. Did having a vegetable garden change your children's interest in eating fresh fruits and veggies?,"15. If you have school-aged children in your household, what school(s) are they enrolled in?",17. Did you attend a Growing Gardens virtual workshop or in-person class this season?,"If you did NOT attend a virtual workshop, let us know why (check all that apply):",21. What else would you like the see the Home Gardens program do in the future?,11. Did you receive a produce or food box from Growing Gardens at any time during the pandemic?,"9. In what ways has the garden been a benefit to you, your children or your community? (2018) "
2022,Carolina (North Clackamas),High Raised Bed (2ft tall),,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,Fantastic,About mushrooms and preserves,,Good,,,Harvesting,Yes,,"Yes, Under 5, Yes, Age 6-12, Yes, Age 13-17",Their interest increased,,Yes,,,Yes,
2022,Carolina (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Harvesting with my family is wonderful. Besides the care we give them, like feeding them, watering them and watching them grow. Then we cooked them in different dishes to share.",Planting more in winter,,Good,,,Eating fresh vegetables,Yes,,"Yes, Age 13-17",Their interest increased,Milwaukie,No,I was too busy to attend,,Yes,
2022,Angelica (East Portland/Gresham),Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,It was a wonderful thing to cut your own harvest and what made me sad was that my tomatillos were not full and I didn't harvest them.,Planting often,,Good relationship and there are more trainings to learn more.,,,Growing my chiles and tomatoes,Yes,,"Yes, Under 5, Yes, Age 6-12",Their interest increased,Powell Valley,Yes,,,No,
2022,Carolina (North Clackamas),Containers,,Yes,Si cultive,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Like every year I always harvest, although this year it was less productive due to the change of weather since there was not much autumn.",Training on how to plant and fertilize.,,Great,,,It's when I'm growing my vegetables,Yes,,No,I don't have children,,Yes,,,Yes,
2022,Carolina (North Clackamas),Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"This year the most successful was my jalapeno peppers, something new I was able to work on with more children.",I would love to have workshops on ingesting fruit or vegetable plants.,,Very good she is a very nice person,,,Growing my vegetables,Yes,,No,I don't have children,,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,something new that I was able to work with more children.,I don't know,,Thank you she is a very good organizer Thank you,,,Favorite part is harvesting and sharing,Yes,,"Yes, Age 6-12",Their interest increased,Park Lane,Yes,,,No,
2022,Gabi (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"It was a wonderful experience and my children and I enjoyed the whole process very much. We had the opportunity to plant tomatoes, squash, lettuce, and fortunately we had an abundant harvest.",Workshop on pest control.,,"Gabi has been an excellent guide, always sharing information and answering any questions.",,,"Seeing my children so focused on learning something new, and enjoying the fresh fruits.",Yes,,"Yes, Under 5, Yes, Age 6-12",Their interest increased,Riverside,No,I was too busy to attend,,No,
2022,Angelica (East Portland/Gresham),Raised bed Lead Free,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,I did grow squash and tomatoes 🍅 chile 🌶 cilantro and blue berries.,Pest control and prevention,,She is very attentive and keeps us informed.,,,"Mental health, and the joy of growing my own vegetables,",Yes,,"Yes, Under 5, Yes, Age 6-12",Their interest increased,Gresham Barlow,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,Knowing what you grow is what you eat.,I still have a hard time organizing my garden. I want to keep learning more.,,Having better communication and helped others to sow.,,,Watching and cleaning and harvesting the fruit and vegetables.,Yes,,"Yes, Age 13-17",Their interest increased,Davis Douglas,Yes,I never received an invite to a workshop,,No,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,No,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,No,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"We planted cilantro, tomatoes and chiles. The cilantro grew very well but the chili and tomatoes grew very slow and we only harvested very little and the cold weather came.",How to compose the soil for better production,,We don't talk that much. Only about the garden.,,,It is so much fun to watch each stage and learn and see how the plants grow.,Yes,,"Yes, Under 5, Yes, Age 6-12",Their interest increased,Mill Park,Yes,,,No,
2022,Angelica (East Portland/Gresham),Containers,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,Yes,No,No,No,No,I was MORE physically active because of the garden,"Very nice because we harvested tomato, blueberry, chili and chili peppers.",Cooking and more about gardening or everything a little bit.,,Good,,,Watering and harvesting and gardening with my family.,Yes,,"Yes, Under 5",Their interest didn't change,,Yes,,,No,
2022,Carolina (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,No,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"We are used to seeing our vegetables every year, when the vegetables are ready for harvest and I bring them fresh to the table it is very gratifying to see them in all their splendor and it motivates us to plant for next year, the truth; I feel very nice to cut fruits from my own garden and with my own effort.",How to produce more on the cococha such as how we should use compost.,,She is very good. Keeping me informed of activities,,,"It fills me with joy to see everything green, it gives me life, it de-stresses me. Etc",Yes,,"Yes, Age 13-17",Their interest increased,Milwaukie,No,I was too busy to attend,,Yes,
2022,Carolina (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,It was great,Vegetarian food preparation,,It's very good.,,,Sharing,Yes,,"Yes, Age 6-12, Yes, Age 13-17",Their interest increased,CTK,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,Every year we always look forward to the planting season and this year we planted verengenas and a chayote and my children really enjoy cutting the vegetables.,Preserving,,Better,,,Picking vegetables,Yes,,"Yes, Age 6-12",Their interest increased,Powell Butte,No,I was too busy to attend,,Yes,
2022,Isabel (Cully/Parkrose),Containers,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,Yes,No,No,No,I was MORE physically active because of the garden,The weather,Sewing vegetables,,Very good,,,Watching my tomatoes grow,Yes,,"Yes, Age 13-17",Their interest didn't change,Parkrose,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,Coseche frijoles betabel cebolla y flores escribe experiencia,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,My experience this year is that my children helped me clean my plot.,Succeeding when always in pots,,She is very friendly and always there for any questions.,,,Beets beans beets flowers and onions,Yes,,"Yes, Age 13-17",Their interest increased,,No,I was too busy to attend,,Yes,
2022,Camilo (North Portland),Raised bed Lead Free,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,No,Yes,Yes,Yes,I was MORE physically active because of the garden,WE LIKE TO HARVEST ORGANIC VEGETABLES,I would like to look into healthy food workshops.,,"Very good, giving us information about something new.",,,Enjoying time in the garden,Yes,,"Yes, Age 13-17",Their interest didn't change,Faubion,Yes,,,No,
2022,Camilo (North Portland),Raised bed Lead Free,,Yes,,No,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Unsure,Yes,Yes,I was MORE physically active because of the garden,"Zucchini’s, tomates, cilantro",Healing plants,,Good,,,Eating fresh vegetables,No,,"Yes, Age 6-12",Their interest increased,"San andres Nativity, woodlawn",No,I was unable to attend due to technology reasons.,,No,
2022,Camilo (North Portland),Raised bed Lead Free,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,Every year is special but successful,How to grow different types of tomatoes,,"Very good, he is a very nice person",,,Knowing that certain plants require more sun,Yes,,"Yes, Age 6-12",Their interest increased,Beach school,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,Enjoying crops,Technology workshop,,Good,,,Spending time with my family,Yes,,"Yes, Age 6-12",Their interest increased,,No,I was unable to attend due to technology reasons.,,No,
2022,Carolina (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,Everything in general went very well.,How to grow,,Very good,,,The favorite part was the harvest season.,Yes,,"Yes, Age 6-12, Yes, Age 13-17",Their interest increased,,Yes,,,Yes,
2022,Carolina (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"“Tomatoes and chilies of various varieties, eggplants, garlic, squash, lettuce, onions and tomatillos, the last two were the most difficult. On the other hand tube strawberries and blackberries.",Canning,,Good,,,The satisfaction of growing what we eat as a family.,Yes,,No,Their interest increased,,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,No,,Unsure,Yes,Unsure,Unsure,Unsure,Stay the same as before I had my garden,My family and I are very happy and united working and harvesting from our garden.”,Planting seasons for each crop.,,Good,,,I don't know,Yes,,"Yes, Age 13-17",Their interest increased,,Yes,,,No,
2022,Isabel (Cully/Parkrose),Containers,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,Yes,No,No,Yes,I was MORE physically active because of the garden,It's my first season,How to bottle vegetables,,Very good communication,,,That you had them very close to me,Yes,,"Yes, Age 13-17",Their interest didn't change,Parkrose,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,The difficult part was the weather because we planted a little late.,Knowing how to grow more vegetables,,Good,,,Shopping with my family more,Yes,,"Yes, Age 13-17",Their interest increased,Roosevelt,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,Yes,Yes,,No,Yes,Yes,No,Yes,I was MORE physically active because of the garden,It was very nice to share as a family and see what we planted grow.,How to sow what we sow,,"She supports us very well with all the plants, seeds and tools, she is always sharing the necessary information for our garden.",,,Harvesting my vegetables together with my girls,Yes,,"Yes, Age 6-12",Their interest increased,Madeleine,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,No,Yes,No,No,I was MORE physically active because of the garden,It is very good to harvest our own vegetables and it feels good to cut our own vegetables.,Learn what kind of seeds reproduce again without sowing them again,,She is good,,,Having fresh bermudas,Yes,,No,Their interest increased,,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,It was an experience. New for me,Pre-cultural workshop,,Good,,,Seeing that we always have some of what we sowed,Yes,,"Yes, Under 5, Yes, Age 6-12",Their interest increased,Dr. Martin Luther King,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Unsure,Yes,Yes,Yes,I was MORE physically active because of the garden,My family likes it very much. Especially my husband because it de-stresses him.,I don't have any in mind,,Good communication,,,"Knowing that it is fresh, organic. It's rewarding to watch them grow",Yes,,"Yes, Age 6-12",Their interest increased,Portland Village,No,I was too busy to attend,,Yes,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,Soy. Nuevo,No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,Unsure,Unsure,No,Unsure,Stay the same as before I had my garden,We are eating healthier,About mushrooms,,Well the person. Who told me about the. Program. Is. Very. Good at explaining.,,,That I learned that what I sow. Is of much. Time. In. Harvesting the crop,No,,"Yes, Age 6-12",Their interest didn't change,Meadows,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),High Raised Bed (2ft tall),,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"We took advantage of everything that was grown in the garden, growing tomatoes, peas, green beans, onions, lettuce, tomatoes, peppers, squash, pumpkins, kelites, strawberries, rasberris, cucumbers, and garlic with success.","Any. Any kind of vegetables and. What. Give examples of seeds, soil etc.",,"Good, always attentive and attentive to provide as much as possible of material and plants with information for the garden.",,,harvesting the product that had growing problems at the beginning and with compost information by the garden Gia the product was achieved.,Yes,,"Yes, Age 6-12, Yes, Age 13-17",Their interest increased,,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),Community Garden,,Yes,,Yes,Stayed the same,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Unsure,No,Yes,I was MORE physically active because of the garden,Always with joy to pick the vegetables,"Preparation of household and body cleaning products, natural.",,She is a good person and always shares all the resources and also the workshops.,,,When it is time to harvest,Yes,,"Yes, Age 6-12",Their interest increased,Madeleine,Yes,,,Yes,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Yes,Stayed the same,,No,No,No,No,Yes,Stay the same as before I had my garden,I am. New and. We plant garlic only and. It gives excitement of. Waiting for. The results,Learn more about various types of seeds,,She is. A person who explains. Very. Well. and. is. always. Accessible,,,Put the seeds,Yes,,"Yes, Age 6-12",Their interest didn't change,Centennial,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,"Tengo un problema físico (espalda, rodillas, etcétera)",Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,No,Yes,I was MORE physically active because of the garden,The hardest part was the weather,As. As. Be. New. I. I. Would. Learn with examples,,She is very good.,,,To the side of the yard.,Yes,,"Yes, Age 6-12",Their interest increased,,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Yes,Stayed the same,,Yes,Yes,No,No,Yes,I was MORE physically active because of the garden,"This year we grew less vegetables than last year, but we had a lot of success with cilantro.","“More, how to prepare the soil better. How to know when to sow spatially in this state.”",,My relationship with my organizer I think is good and he could support me better if he could make sure he gets messages to all of us who participate.,,,When we started eating fresh cilantro from the garden and I was able to share some.,Yes,,"Yes, Age 13-17",Their interest increased,"Gordon Russell, Sam Barlow",Yes,,,No,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,Yes,No,Unsure,Yes,Yes,I was MORE physically active because of the garden,"Tomatoes and Chile's, all good.",How to prune fruit trees? When to harvest fruits and vegetables?,,Good.,,,The harvest.more,Yes,,No,I don't have children,,No,I was too busy to attend,,No,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,No,Yes,Unsure,No,Yes,I was MORE physically active because of the garden,"It was good, but not good enough because my plants grew too slow and I didn't have a good harvest.",Anytime open...,,"We didn't talk, only when it was the distribution of plants I saw her.",,,Being able to involve my girls in the process.,Yes,,"Yes, Under 5, Yes, Age 6-12",Their interest increased,Mill Park,Yes,,,No,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,No,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"I enjoyed planting and taking care of the plants, not all of them gave fruit maybe because I didn't take good care of them since it was my first year planting.","Kitchen, types of plants to grow according to the season",,Angelica is very nice and always asks me if I need anything about the garden.,,,Getting to know new plants and the time they need to grow.,Yes,,"Yes, Age 13-17",Their interest didn't change,David Douglas,Yes,,,No,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,It was good and beneficial,No,,good,,,Family togetherness and eating fresh fruits.,Yes,,"Yes, Age 13-17",Their interest increased,Reynolds,No,I was unable to attend due to technology reasons.,,No,
2022,Angelica (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Stayed the same,,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,It was my first time so I didn't have much of a harvest but it was very nice to grow all kinds of vegetables...,medicinal plants,,good relationship,,,I was able to get rid of stress and eat healthier and fresher food.,Yes,,No,I don't have children,,Yes,,,No,
2022,Isabel (Cully/Parkrose),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,We learned more about planting,"At what distance to plant, watering and more tips.",,Good,,,Watching my plants grow,Yes,,"Yes, Age 13-17",Their interest increased,Roosevelt,Yes,,,Yes,
2022,Angelica (East Portland/Gresham),High Raised Bed (2ft tall),,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Yes,No,,Yes,Unsure,Unsure,No,Yes,I was MORE physically active because of the garden,My children's participation,Food,,It was good,,,"Flowers, dad, watching the plants grow is a marvel.",Yes,,"Yes, Age 13-17",Their interest increased,,Yes,I was too busy to attend,,No,
2021,Gabi (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before",Stayed the same,,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,It was good we were able to have a variety of veggies in the garden ,Not sure,,Good,,,Getting and planting the starts,Yes,,,Their interest increased,Online and Holcomb elementary ,No,I was too busy to attend,Not sure,Yes,
2021,Gabi (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before",Stayed the same,,Not sure,Not sure,Yes,Not sure,Yes,I was MORE physically active because of the garden,"Tomato, potato, garlic, zukini, broccolli, strawberry, eggplant, kale, carrot, Tomatillo, bluberry, grape",How to make things to hold big tomato tree,,She is great!,,,"Planting, watering, making garden more beautiful by the time",Yes,,,Their interest increased,Rock Creek MS,Yes,,Give more variety of plants and seeds,Yes,
2021,Gabi (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before",Stayed the same,,No,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"Grew tomatoes, sunflowers, peppers, lettuce, blueberries, carrots - I thought it went well.",Cooking fresh ,,Great. We loved Gabi.,,,"Learning, having an excuse to be outside ",Yes,,,Their interest increased,"Candy Lane, Skopos Christian ",No,I was too busy to attend,?,Yes,
2021,Shaquoya (East Portland/Gresham),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,Yes,Yes,Yes,Yes,Stay the same as before I had my garden,,All,,Good ,,,Watching them grow,Yes,,,Their interest didn't change,,No,I was unable to attend for technological reasons,N/A,Yes,
2021,Shaquoya (East Portland/Gresham),In ground and containers.,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"I learned a lot about my yard. Sunlight, water access, all of the things I need to increase my success. I grew tomatoes, green beans, beets, carrots, cucumbers, peppers, peas, brussel sprouts. Some berries, herbs and flowers. This winter I have kale, spinach, chard, beets, pea shoots, broad beans. A few from your program whose labels faded but I think are broccoli and collards. .","Seed saving. The challenges of watering in Portland specifically, the differences each season can require.",,"It was an unfortunate year, not being able to do much in person. Shaquaya has been very nice.",,,"The first sign of a shoot pushing through the ground, I was thrilled every single time :)  Having something that encouraged me to go outside. Sharing pictures of my garden. I learned so much about soil health.",Yes,,,I don't have children,,Yes,,Touring some experienced local gardener’s gardens. Foraging opportunities and information about participating in plant or seed swaps in the area to help us get connected with the existing gardening communities near us.,No,
2021,Gabi (North Clackamas),In-Ground/Mounded Earth,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,"Yes, I know more than I did before",Stayed the same,,No,Yes,No,No,Yes,Stay the same as before I had my garden,"Slow start, first year with bed in the yard. No harvest yet but all's growing well. ",Crop Rotation and complementary plants,,Gabi is very helpful,,,Starting the space up. ,No,,,I don't have children,,No,I was too busy to attend,Cooking classes. ,Yes,
2021,Shaquoya (East Portland/Gresham),Raised bed Lead Free,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,"Gardening greatly helped my own mental health struggles with PTSD and Depression.  Having this garden to work on also gave me an excuse to be outside and move my  body around.  While my health is extremely limited and my income just as much so, Gardening had been a wonderful thing in my life and I am very lucky with the space I have.",Any and all.,,Amazing and I could not think of anything more to ask.,,,The Herbs.  Fresh flavour all year while cooking.,Yes,,,I don't have children,NA for now,No,Health reasons,I can think of nothing.,Yes,
2021,Shaquoya (East Portland/Gresham),Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,I feel like we did a little better than the year before with Shaqoyas guidance,"Any, I really love gardening",,She is an email away and always offers tips,,,Learning from Shaqoya and how excited the kids were about planting and watching stuff grow,Yes,,,Their interest increased,Cherry Park Elem,No,I had to work,I think its good,Yes,
2021,Cat (North Portland),Containers,,Yes,,No,Stayed the same,I went to food pantries and received emergency food boxes MORE often,,,,,,,,"Yes, I know more than I did before",Stayed the same,,No,No,No,Yes,No,I was MORE physically active because of the garden,Exciting and scary. Some things grow well and some things did not. I think it's because I got started late because this was a very first time me planning anything and not knowing what to do.,Not sure,,I think she was fine.,,,Seeing it produce,Yes,,,I don't have children,,No,I was too busy to attend,Not sure,No,
